0,1,2,3,4,5,6,7,8,9
0.553183520599251,0.5461538461538461,0.5084745762711865,0.5269581056466301,0.5548802946593002,0.5432234432234432,0.5745856353591159,0.5651769087523277,0.5166666666666667,0.5461111111111111
